Title;AuthorID;PushIsherID;Pages;Dimension;Translator;Overview;InventoryQuantity;SalePrice;PublishedDate;isHidden
The RSC Shakespeare: the Complete Works (2022);William Shakespeare;Bloomsbury Publishing;2549;24.75x16.59x1.58 cm;;"""The text of any Shakespeare play is a living negotiable entity: scholarship and theatre practice work together to keep the plays alive and vividly present."" - Gregory Doran, RSC Artistic Director Developed in partnership with the Royal Shakespeare Company, this Complete Works of William Shakespeare combines exemplary textual scholarship with beautiful design. Curated by expert editors Sir Jonathan Bate and Professor Eric Rasmussen, the text in this collection is based on the iconic 1623 First Folio: the first and original Complete Works lovingly assembled by Shakespeare's fellow actors, and the version of Shakespeare's text preferred by many actors and directors today. This stunning revised edition goes further to present Shakespeare's plays as they were originally intended - as living theatre to be enjoyed and performed on stage. Along with new colour photographs from a vibrant range of RSC productions, a new Stage Notes feature documenting the staging choices in 100 RSC productions showcases the myriad ways in which Shakespeare's plays can be brought to life. Now featuring the entire range of Shakespeare's plays, poems and sonnets, this edition is expanded to include both The Passionate Pilgrim and A Lover's Complaint. Along with Bate's excellent general introduction and short essays, this collection includes a range of aids to the reader such as on-page notes explaining unfamiliar terms and key facts boxes providing plot summaries and additional helpful context. A Complete Works for the 21st century, this versatile and highly collectable edition will inspire students, theatre practitioners and lovers of Shakespeare everywhere.";47;9.69;2021-04-22;false
I, Robot (2013);Isaac Asimov;HarperCollins UK;245;22.08x14.42x2.47 cm;;Voyager Classics - timeless masterworks of science fiction and fantasy. A beautiful clothbound edition of I, Robot, the classic collection of robot stories from the master of the genre.;43;10.4;2021-11-12;false
Stephen King's The Dark Tower: The Drawing of the Three Omnibus (2023);Stephen King;Simon and Schuster;464;22.35x15.75x1.12 cm;;"Enter once more the world of Roland Deschain—and the world of the Dark Tower...now presented in a stunning graphic novel omnibus form that will unlock the doorways to terrifying secrets and bold storytelling as part of the dark fantasy masterwork and magnum opus from #1 New York Times bestselling author Stephen King. “The man in black fled across the desert, and the gunslinger followed.” With these unforgettable words, millions were introduced to Stephen King’s iconic character Roland Deschain of Gilead. Roland is the last of his kind, a “gunslinger” charged with protecting whatever goodness and light remains in his world—a world that “moved on,” as they say. In this desolate reality—a dangerous land filled with ancient technology and deadly magic, and yet one that mirrors our own in frightening ways—Roland is on a spellbinding and soul-shattering quest to locate and somehow save the mystical nexus of all worlds, all universes: the Dark Tower. Now, in the graphic novel series adaptation Stephen King’s The Dark Tower: The Drawing of the Three, originally published by Marvel Comics in single-issue form and creatively overseen by Stephen King himself, the full story of Roland’s troubled past and lifelong odyssey is revealed. Sumptuously drawn by Piotr Kowalski and Jonathan Marks, adapted by Stephen King expert Robin Furth, and scripted by New York Times bestselling author Peter David, The Drawing of the Three is an extraordinary and terrifying journey—ultimately serving as the perfect introduction for a new audience to Stephen King’s modern literary classic The Dark Tower, while giving longtime fans thrilling adventures transformed from his blockbuster novels. This single-volume omnibus edition includes the complete graphic novel series The Drawing of the Three: The Prisoner; House of Cards; The Lady of Shadows; Bitter Medicine.";8;9.83;2021-11-23;false
King John - Third Series (2018);William Shakespeare;Bloomsbury Publishing;376;24.63x13.84x2.26 cm;;The Arden Shakespeare is the established scholarly edition of Shakespeare's plays. Now in its third series, Arden offers the best in contemporary scholarship. Each volume guides you to a deeper understanding and appreciation of Shakespeare's plays. This edition of King John provides: - A clear and authoritative text, edited to the highest standards of scholarship. - Detailed notes and commentary on the same page as the text. - A full, illustrated introduction to the play's historical, cultural and performance contexts. - A full index to the introduction and notes. - A select bibliography of references and further reading. With a wealth of helpful and incisive commentary, The Arden Shakespeare is the finest edition of Shakespeare you can find. King John tells the story of John's struggle to retain the crown in the face of alternative claims to the throne from France and is one of the earlier history plays. The new Arden Third Series edition offers students a comprehensive introduction exploring the play's relationship to its source and to later plays in the history cycle, as well as giving a full account of its critical and performance history, including key productions in 2015 which marked the anniversary of Magna Carta. As such this is the most detailed, informative and up-to-date student edition available.;40;11.09;2022-02-18;false
Delicious in Dungeon, Vol. 10 (2022);Ryoko Kui;Yen Press LLC;224;24.94x13.76x1.91 cm;Taylor Engel;After eating who-knows-how-many monsters, Laios and his party arrive at the Lunatic Magician Sissel's lair on the bottom floor of the dungeon, where they find the dungeon's strongest...bunny!? Will Laios be able to rescue Fallin, defeat Sissel, and become the Dungeon Lord in the process?;45;8.12;2022-02-22;false
The Hobbit Collector's Edition (2024);J. R. R. Tolkien;HarperCollins;0;23.47x15.88x1.48 cm;;"A special collectible hardcover edition of the best-selling classic, featuring the complete story with a sumptuous cover design, foil stamping, stained edges, and ribbon bookmark. Bilbo Baggins is a hobbit who enjoys a comfortable, unambitious life, rarely travelling further than the pantry of his hobbit-hole in Bag End. But his contentment is disturbed when the wizard, Gandalf, and a company of thirteen dwarves arrive on his doorstep one day to whisk him away on an unexpected journey ""there and back again."" They have a plot to raid the treasure hoard of Smaug the Magnificent, a large and very dangerous dragon. . . The prelude to The Lord of the Rings, The Hobbit has sold many millions of copies since its publication in 1937, establishing itself as one of the most beloved and influential books of the twentieth century. This elegant hardcover - now available for the first time in the United States - is one of five Collector's Editions of Tolkien's most beloved works, and an essential piece of any Tolkien reader's library.";24;11.42;2022-03-24;false
Delicious in Dungeon, Vol. 5 (2018);Ryoko Kui;Yen Press LLC;202;23.87x13.28x1.47 cm;Taylor Engel;The party has defeated the Red Dragon and rescued Farin! But their quest won't be finished until they make it back out of the dungeon unscathed. The adventure's not complete until everyone returns alive...and full!;48;11.48;2022-05-18;false
The Return Of The Shadow - The History of the Lord of the Rings, Part One (2021);J. R. R. Tolkien;HarperCollins;682;22.81x15.81x2.01 cm;;"The first part of The History of The Lord of the Rings, The Return Of The Shadow is J.R.R. Tolkien's enthralling account of the writing of the Book of the Century which contains many additional scenes and includes the unpublished Epilogue in its entirety. The Return of the Shadow is the story of the first part of the history of the creation of The Lord of the Rings, a fascinating study of Tolkien’s great masterpiece, from its inception to the end of the first volume, The Fellowship of the Ring. In The Return of the Shadow (the abandoned title of the first volume of The Lord of the Rings) we see how Bilbo’s magic ring evolved into the supremely dangerous Ruling Ring of the Dark Lord; and the precise, and astonishingly unforeseen, moment when a Black Rider first rode in to the Shire. The character of the hobbit called Trotter (afterwards Strider or Aragorn) is developed, and Frodo’s companions undergo many changes of name and personality. The book comes complete with reproductions of the first maps and facsimile pages from the earliest manuscripts.";5;10.73;2022-06-21;false
Delicious in Dungeon (2017);Ryoko Kui;Yen Press LLC;192;24.25x14.38x1.32 cm;Taylor Engel;With the possibility of starvation as a constant companion, Laios's party continues advancing deeper into the dungeon. The adventurers have made it to the third floor, but only rotting zombies, ghastly spirits, living paintings, and golems await them--all of which are absolutely inedible. The party has come this far by adapting and learning how to live off the dubious bounties of the dungeon. But how will they manage when even the meanest monster won't make a decent meal?;4;9.09;2022-08-17;false
The Mystery of Hunter's Lodge (2019);Agatha Christie;Wildside Press LLC;21;24.08x13.82x2.18 cm;;"A weekend shooting party ends with the host shot in his study. With Poirot ill, Hastings must investigate on his behalf. Search your favorite ebook store for ""Wildside Press Agatha Christie"" to see our complete series of Hercule Poirot novel and short story reprints, which include: NOVELS The Mysterious Affair at Styles (Special Edition—includes the novel The Secret Adversary) The Murder on the Links (Bonus Edition—includes ""The Tragedy at Marsdon Manor"") SHORT STORIES The Affair at the Victory Ball The Jewel Robbery at the Grand Metropolitan The Adventures of the King of Clubs The Disappearance of Mr. Davenheim The Plymouth Express The Adventure of ""The Western Star"" The Tragedy at Marsdon Manor The Kidnapped Prime Minister The Million Dollar Bond Robbery The Adventure of the Cheap Flat The Mystery of Hunter's Lodge The Clue of the Chocolate Box The Adventure of the Egyptian Tomb The Case of the Veiled Lady The Kidnapping of Johnnie Waverly The Market Basing Mystery The Adventure of the Italian Nobleman The Case of the Missing Will The Adventure of the Clapham Cook The Lost Mine The Cornish Mystery The First Wish The Double Clue The LeMesurier Inheritance";8;7.94;2023-01-19;false
